lg19	0	100000	9
lg19	100000	200000	66
lg19	200000	300000	67
lg19	300000	400000	107
lg19	400000	500000	115
lg19	500000	600000	42
lg19	600000	700000	85
lg19	700000	800000	38
lg19	800000	900000	96
lg19	900000	1000000	104
lg19	1000000	1100000	125
lg19	1100000	1200000	109
lg19	1200000	1300000	201
lg19	1300000	1400000	133
lg19	1400000	1500000	169
lg19	1500000	1600000	173
lg19	1600000	1700000	145
lg19	1700000	1800000	99
lg19	1800000	1900000	139
lg19	1900000	2000000	68
lg19	2000000	2100000	87
lg19	2100000	2200000	98
lg19	2200000	2300000	116
lg19	2300000	2400000	97
lg19	2400000	2500000	147
lg19	2500000	2600000	60
lg19	2600000	2700000	129
lg19	2700000	2800000	67
lg19	2800000	2900000	120
lg19	2900000	3000000	90
lg19	3000000	3100000	110
lg19	3100000	3200000	165
lg19	3200000	3300000	117
lg19	3300000	3400000	102
lg19	3400000	3500000	124
lg19	3500000	3600000	146
lg19	3600000	3700000	127
lg19	3700000	3800000	145
lg19	3800000	3900000	125
lg19	3900000	4000000	144
lg19	4000000	4100000	148
lg19	4100000	4200000	89
lg19	4200000	4300000	99
lg19	4300000	4400000	134
lg19	4400000	4500000	146
lg19	4500000	4600000	174
lg19	4600000	4700000	131
lg19	4700000	4800000	138
lg19	4800000	4900000	79
lg19	4900000	5000000	22
lg19	5000000	5100000	92
lg19	5100000	5200000	47
lg19	5200000	5300000	8
lg19	5300000	5400000	11
lg19	5400000	5500000	13
lg19	5500000	5600000	10
lg19	5600000	5700000	11
lg19	5700000	5800000	10
lg19	5800000	5900000	3
lg19	5900000	6000000	0
lg19	6000000	6100000	3
lg19	6100000	6200000	44
lg19	6200000	6300000	17
lg19	6300000	6400000	38
lg19	6400000	6500000	4
lg19	6500000	6600000	58
lg19	6600000	6700000	9
lg19	6700000	6800000	14
lg19	6800000	6900000	15
lg19	6900000	7000000	9
lg19	7000000	7100000	8
lg19	7100000	7200000	13
lg19	7200000	7300000	13
lg19	7300000	7400000	17
lg19	7400000	7500000	6
lg19	7500000	7600000	8
lg19	7600000	7700000	15
lg19	7700000	7800000	14
lg19	7800000	7900000	2
lg19	7900000	8000000	8
lg19	8000000	8100000	5
lg19	8100000	8200000	3
lg19	8200000	8300000	14
lg19	8300000	8400000	3
lg19	8400000	8500000	7
lg19	8500000	8600000	2
lg19	8600000	8700000	0
lg19	8700000	8800000	1
lg19	8800000	8900000	7
lg19	8900000	9000000	0
lg19	9000000	9100000	0
lg19	9100000	9200000	2
lg19	9200000	9300000	6
lg19	9300000	9400000	9
lg19	9400000	9500000	8
lg19	9500000	9600000	10
lg19	9600000	9700000	7
lg19	9700000	9800000	12
lg19	9800000	9900000	1
lg19	9900000	10000000	4
lg19	10000000	10100000	14
lg19	10100000	10200000	8
lg19	10200000	10300000	29
lg19	10300000	10400000	24
lg19	10400000	10500000	15
lg19	10500000	10600000	11
lg19	10600000	10700000	1
lg19	10700000	10800000	18
lg19	10800000	10900000	3
lg19	10900000	11000000	5
lg19	11000000	11100000	15
lg19	11100000	11200000	12
lg19	11200000	11300000	8
lg19	11300000	11400000	15
lg19	11400000	11500000	27
lg19	11500000	11600000	11
lg19	11600000	11700000	6
lg19	11700000	11800000	16
lg19	11800000	11900000	12
lg19	11900000	12000000	17
lg19	12000000	12100000	12
lg19	12100000	12200000	7
lg19	12200000	12300000	13
lg19	12300000	12400000	15
lg19	12400000	12500000	11
lg19	12500000	12600000	1
lg19	12600000	12700000	15
lg19	12700000	12800000	4
lg19	12800000	12900000	7
lg19	12900000	13000000	21
lg19	13000000	13100000	31
lg19	13100000	13200000	6
lg19	13200000	13300000	12
lg19	13300000	13400000	10
lg19	13400000	13500000	26
lg19	13500000	13600000	18
lg19	13600000	13700000	5
lg19	13700000	13800000	7
lg19	13800000	13900000	4
lg19	13900000	14000000	11
lg19	14000000	14100000	1
lg19	14100000	14200000	10
lg19	14200000	14300000	14
lg19	14300000	14400000	66
lg19	14400000	14500000	70
lg19	14500000	14600000	21
lg19	14600000	14700000	7
lg19	14700000	14800000	9
